,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
18498,0.708,0.265,-18.43,0.941,0.614,0.0,0.299,0.57,130.296
18499,0.762,0.244,-17.924,0.948,0.536,0.0,0.226,0.51,100.238
18500,0.712,0.225,-17.343,0.943,0.628,0.0,0.0632,0.581,109.023
18501,0.691,0.253,-18.372,0.93,0.452,0.0,0.113,0.597,139.603
18502,0.705,0.263,-17.409,0.946,0.541,0.0,0.18,0.498,105.295
18503,0.673,0.268,-17.099,0.939,0.51,0.0,0.137,0.456,94.49
18504,0.714,0.217,-18.696,0.94,0.498,0.0,0.113,0.556,112.027
18505,0.661,0.226,-17.69,0.961,0.505,0.0,0.0829,0.55,93.82
18506,0.705,0.256,-17.937,0.955,0.474,0.0,0.144,0.453,133.939
18507,0.631,0.252,-17.457,0.958,0.376,0.0,0.302,0.435,167.521
18508,0.628,0.234,-18.25,0.958,0.578,0.0,0.0814,0.446,80.088
18509,0.678,0.216,-17.908,0.955,0.603,0.0,0.297,0.68,88.372
18510,0.722,0.225,-17.862,0.931,0.566,0.0,0.245,0.569,117.808
18511,0.716,0.227,-18.761,0.927,0.575,0.0,0.219,0.551,114.993
18512,0.765,0.189,-18.265,0.932,0.627,0.0,0.112,0.549,112.354
18513,0.633,0.217,-17.484,0.954,0.594,0.0,0.0817,0.616,82.634
18514,0.693,0.24,-17.447,0.941,0.586,0.0,0.237,0.618,101.837
18515,0.695,0.242,-18.186,0.952,0.566,0.0,0.113,0.648,72.682
18516,0.695,0.204,-17.827,0.948,0.535,0.0,0.145,0.533,59.922
18517,0.63,0.278,-18.101,0.955,0.499,0.0,0.124,0.635,170.587
18518,0.617,0.255,-18.04,0.946,0.498,0.0,0.378,0.544,60.373
18519,0.716,0.239,-18.878,0.933,0.47,0.0,0.389,0.557,126.734
18520,0.642,0.25,-18.08,0.956,0.553,0.0,0.165,0.428,161.958
18521,0.702,0.209,-17.482,0.956,0.521,0.0,0.0533,0.586,73.733
18522,0.718,0.216,-19.731,0.934,0.44,0.0,0.169,0.298,118.593
18523,0.715,0.264,-20.415,0.962,0.453,0.0,0.112,0.385,80.006
18524,0.746,0.251,-19.134,0.959,0.552,0.0,0.0988,0.478,69.619
18525,0.716,0.253,-17.718,0.934,0.574,0.0,0.155,0.526,124.815
18526,0.628,0.215,-17.519,0.955,0.597,0.0,0.189,0.578,81.977
18527,0.723,0.241,-16.831,0.923,0.643,0.0,0.0735,0.534,119.066
18528,0.719,0.307,-18.252,0.95,0.528,0.0,0.26,0.497,79.173
18529,0.73,0.247,-17.784,0.946,0.567,0.0,0.154,0.483,101.362
18530,0.711,0.268,-20.13,0.936,0.479,0.0,0.0865,0.298,112.432
18531,0.665,0.232,-18.036,0.956,0.432,0.0,0.0849,0.406,76.729
18532,0.711,0.284,-20.903,0.961,0.467,0.0,0.325,0.472,76.762
18533,0.628,0.212,-19.14,0.957,0.541,0.0,0.705,0.351,80.965
18534,0.709,0.224,-18.529,0.96,0.562,0.0,0.0551,0.489,68.083
18535,0.615,0.272,-19.184,0.962,0.659,0.0,0.101,0.404,70.933
18536,0.65,0.238,-18.623,0.941,0.546,0.0,0.0896,0.542,89.155
18537,0.663,0.228,-18.726,0.944,0.578,0.0,0.374,0.468,94.163
18538,0.699,0.235,-18.786,0.945,0.465,0.0,0.0911,0.558,135.681
18539,0.661,0.264,-18.057,0.944,0.441,0.0,0.289,0.427,89.778
18540,0.658,0.209,-19.051,0.954,0.55,0.0,0.0974,0.406,92.792
18541,0.727,0.221,-18.562,0.909,0.45,0.0,0.114,0.471,120.228
18542,0.726,0.244,-18.047,0.921,0.487,0.0,0.0562,0.559,121.456
18543,0.618,0.209,-19.065,0.96,0.464,0.0,0.238,0.42,76.49
18544,0.685,0.21,-18.341,0.948,0.563,0.0,0.394,0.363,143.191
18545,0.706,0.249,-18.628,0.937,0.423,0.0,0.168,0.364,132.117
18546,0.73,0.272,-17.828,0.952,0.474,0.0,0.363,0.404,83.294
18547,0.635,0.218,-17.555,0.947,0.483,0.0,0.36,0.525,83.573
18548,0.722,0.255,-18.556,0.944,0.5,0.0,0.161,0.546,84.538
18549,0.705,0.201,-22.065,0.933,0.484,0.0,0.0923,0.363,129.64
18550,0.612,0.153,-21.614,0.961,0.423,0.0,0.123,0.322,72.343
18551,0.713,0.237,-20.544,0.931,0.445,0.0,0.195,0.398,129.474
18552,0.705,0.219,-19.672,0.947,0.483,0.0,0.32,0.433,132.659
18553,0.705,0.212,-20.243,0.947,0.478,0.0,0.112,0.407,132.117
18554,0.63,0.244,-19.713,0.957,0.486,0.0,0.1,0.367,84.258
18555,0.708,0.215,-20.891,0.934,0.337,0.0,0.136,0.272,128.23
18556,0.737,0.216,-20.761,0.934,0.338,0.0,0.115,0.325,100.875
18557,0.718,0.138,-23.882,0.954,0.275,0.0,0.0427,0.28,85.503
18558,0.621,0.135,-22.872,0.956,0.343,0.0,0.117,0.251,168.56
18559,0.622,0.198,-21.75,0.957,0.34,0.0,0.277,0.311,170.636
18560,0.642,0.209,-20.413,0.956,0.353,0.0,0.25,0.396,85.6
18561,0.727,0.224,-20.172,0.956,0.414,0.0,0.168,0.318,86.835
18562,0.673,0.207,-20.809,0.949,0.412,0.0,0.177,0.32,143.704
18563,0.731,0.199,-20.925,0.948,0.402,0.0,0.117,0.463,83.944
18564,0.709,0.224,-20.907,0.954,0.495,0.0,0.151,0.355,83.106
18565,0.715,0.201,-19.54,0.936,0.454,0.0,0.202,0.373,123.825
18566,0.762,0.198,-21.071,0.953,0.251,0.0,0.114,0.328,82.497
18567,0.629,0.173,-22.284,0.952,0.346,0.0,0.595,0.373,81.609
18568,0.62,0.183,-21.539,0.961,0.432,0.0,0.126,0.39,74.765
18569,0.719,0.216,-20.626,0.922,0.437,0.0,0.354,0.515,121.634
18570,0.725,0.213,-20.445,0.957,0.386,0.0,0.222,0.387,80.14
18571,0.714,0.198,-21.195,0.951,0.407,0.0,0.194,0.492,95.616
18572,0.632,0.264,-19.685,0.956,0.457,0.0,0.159,0.379,82.957
18573,0.721,0.244,-18.79,0.921,0.691,0.0,0.357,0.62,121.993
18574,0.7,0.231,-18.501,0.936,0.738,0.0,0.0994,0.639,134.632
18575,0.694,0.223,-20.123,0.948,0.705,0.0,0.116,0.52,136.396
18576,0.691,0.287,-20.035,0.943,0.616,0.0,0.103,0.5,86.192
18577,0.617,0.323,-18.896,0.942,0.684,0.0,0.238,0.554,77.623
18578,0.619,0.254,-18.67,0.948,0.619,0.0,0.347,0.531,73.804
18579,0.715,0.235,-19.554,0.946,0.699,0.0,0.183,0.486,82.772
18580,0.639,0.296,-20.537,0.95,0.704,0.0,0.29,0.587,87.612
18581,0.706,0.2,-19.369,0.93,0.583,0.0,0.227,0.532,106.986
18582,0.636,0.229,-20.151,0.951,0.644,0.0,0.36,0.521,85.37
18583,0.66,0.267,-20.516,0.953,0.717,0.0,0.419,0.392,93.769
18584,0.73,0.221,-19.659,0.947,0.695,0.0,0.489,0.44,105.754
18585,0.697,0.219,-19.169,0.942,0.571,0.0,0.615,0.461,136.876
18586,0.663,0.249,-19.789,0.954,0.61,0.0,0.141,0.377,84.045
18587,0.653,0.209,-20.779,0.944,0.541,0.0,0.127,0.411,90.754
18588,0.74,0.268,-20.608,0.934,0.59,0.0,0.29,0.442,82.614
18589,0.624,0.251,-20.421,0.959,0.646,0.0,0.126,0.387,170.401
18590,0.714,0.255,-20.869,0.933,0.609,0.0,0.093,0.398,111.554
18591,0.684,0.249,-20.269,0.955,0.64,0.0,0.284,0.503,142.286
18592,0.721,0.237,-20.328,0.94,0.621,0.0,0.182,0.371,123.616
18593,0.636,0.266,-21.047,0.954,0.699,0.0,0.0502,0.341,87.015
18594,0.636,0.26,-19.013,0.954,0.736,0.0,0.322,0.579,85.074
18595,0.691,0.219,-18.954,0.945,0.604,0.0,0.232,0.417,79.844
18596,0.684,0.215,-19.48,0.949,0.674,0.0,0.142,0.458,140.007
18597,0.714,0.213,-19.246,0.93,0.712,0.0,0.22,0.546,112.763
18598,0.626,0.235,-17.42,0.953,0.666,0.0,0.0835,0.583,176.134
18599,0.7,0.239,-18.083,0.948,0.555,0.0,0.0885,0.358,106.223
18600,0.63,0.263,-17.675,0.955,0.543,0.0,0.129,0.616,81.863
18601,0.725,0.275,-17.603,0.932,0.636,0.0,0.389,0.558,102.916
18602,0.699,0.252,-18.284,0.951,0.569,0.0,0.309,0.379,104.132
18603,0.635,0.274,-18.892,0.957,0.557,0.0,0.464,0.598,83.971
18604,0.712,0.269,-17.261,0.95,0.546,0.0,0.276,0.454,87.9
18605,0.63,0.286,-19.792,0.952,0.464,0.0,0.0717,0.519,81.907
18606,0.721,0.305,-19.654,0.905,0.487,0.0,0.397,0.637,124.016
18607,0.707,0.24,-18.113,0.947,0.491,0.0,0.246,0.516,108.357
18608,0.696,0.326,-18.196,0.936,0.521,0.0,0.188,0.455,104.583
18609,0.617,0.295,-18.324,0.96,0.532,0.0,0.261,0.415,70.425
18610,0.614,0.329,-18.491,0.958,0.522,0.0,0.204,0.321,59.175
18611,0.658,0.201,-19.121,0.95,0.567,0.0,0.155,0.473,89.974
18612,0.67,0.184,-20.748,0.947,0.564,0.0,0.155,0.274,96.49
18613,0.614,0.179,-19.68,0.96,0.502,0.0,0.146,0.364,66.916
18614,0.759,0.238,-20.888,0.965,0.517,0.0,0.162,0.353,74.811
18615,0.709,0.278,-20.053,0.952,0.51,0.0,0.149,0.369,132.048
18616,0.738,0.262,-20.298,0.946,0.502,0.0,0.107,0.388,109.613
18617,0.691,0.253,-19.536,0.955,0.585,0.0,0.149,0.449,78.928
18618,0.73,0.267,-19.107,0.957,0.485,0.0,0.088,0.399,83.997
18619,0.706,0.269,-19.266,0.944,0.452,0.0,0.0876,0.454,132.501
18620,0.717,0.254,-18.757,0.937,0.561,0.0,0.289,0.481,126.945
18621,0.748,0.214,-19.199,0.955,0.548,0.0,0.0779,0.484,59.512
18622,0.693,0.253,-18.98,0.947,0.516,0.0,0.144,0.547,102.31
18623,0.638,0.245,-20.369,0.958,0.514,0.0,0.162,0.495,86.08
18624,0.714,0.215,-21.687,0.936,0.38,0.0,0.148,0.344,112.721
18625,0.7,0.223,-20.268,0.956,0.433,0.0,0.0845,0.29,101.407
18626,0.719,0.249,-19.147,0.959,0.481,0.0,0.0983,0.509,80.238
18627,0.689,0.237,-20.538,0.955,0.518,0.0,0.219,0.449,101.222
18628,0.719,0.238,-17.879,0.935,0.424,0.0,0.0892,0.592,116.499
18629,0.722,0.233,-18.652,0.951,0.41,0.0,0.0971,0.435,82.659
18630,0.712,0.206,-19.862,0.93,0.524,0.0,0.258,0.404,128.728
18631,0.711,0.163,-20.778,0.959,0.551,0.0,0.0443,0.435,80.303
18632,0.7,0.199,-19.754,0.938,0.374,0.0,0.128,0.41,107.931
18633,0.698,0.251,-18.197,0.941,0.487,0.0,0.151,0.507,106.376
18634,0.694,0.262,-18.352,0.959,0.441,0.0,0.143,0.474,78.613
18635,0.715,0.228,-19.112,0.939,0.431,0.0,0.033,0.359,126.16
18636,0.713,0.232,-20.12,0.948,0.422,0.0,0.0918,0.325,127.791
18637,0.623,0.191,-20.693,0.962,0.27,0.0,0.179,0.291,171.723
18638,0.629,0.219,-21.368,0.959,0.577,0.0,0.365,0.612,169.855
18639,0.713,0.192,-20.167,0.94,0.741,0.0,0.389,0.761,109.859
18640,0.696,0.164,-20.176,0.782,0.842,0.0,0.107,0.631,105.614
18641,0.368,0.576,-5.337,0.0455,0.232,8.79e-06,0.13,0.32,138.022
18642,0.332,0.246,-10.44,0.0344,0.868,0.00154,0.105,0.125,108.18
18643,0.497,0.942,-3.611,0.142,0.00138,0.0,0.288,0.667,149.864
18644,0.671,0.802,-5.361,0.0307,0.0892,0.000142,0.413,0.636,107.159
18645,0.52,0.368,-6.009,0.027,0.611,0.0,0.0963,0.247,129.887
18646,0.47,0.929,-3.636,0.0401,0.0238,0.000106,0.145,0.878,156.936
18647,0.403,0.505,-7.673,0.0306,0.757,0.0,0.121,0.177,128.941
18648,0.592,0.701,-5.342,0.0302,0.475,0.0,0.144,0.45,129.954
18649,0.367,0.783,-7.157,0.092,0.299,0.00101,0.153,0.29,154.897
18650,0.44,0.677,-6.14,0.029,0.391,2.74e-06,0.0853,0.211,146.03
18651,0.332,0.834,-4.976,0.0625,0.16,1.37e-06,0.176,0.631,83.549
18652,0.595,0.863,-4.811,0.0457,0.0112,0.0091,0.714,0.526,147.009
18653,0.77,0.712,-5.308,0.0262,0.311,1.7e-06,0.0853,0.747,130.911
18654,0.675,0.858,-5.29,0.134,0.391,0.0,0.171,0.539,82.998
18655,0.584,0.696,-4.7,0.0533,0.206,0.0,0.108,0.389,128.275
18656,0.408,0.466,-6.737,0.0306,0.131,4.45e-06,0.1,0.119,140.104
18657,0.324,0.878,-5.054,0.0474,0.026,8.62e-05,0.429,0.809,68.856
18658,0.283,0.15,-9.785,0.038,0.406,8.84e-06,0.0793,0.14,81.131
18659,0.265,0.191,-14.226,0.0348,0.353,0.00053,0.104,0.127,108.036
18660,0.212,0.286,-9.593,0.0412,0.417,8.96e-05,0.0779,0.0822,65.869
18661,0.223,0.816,-4.594,0.0487,0.0506,5.01e-05,0.154,0.313,174.941
18662,0.596,0.882,-3.559,0.0341,0.0576,0.0,0.0757,0.846,127.993
18663,0.715,0.798,-5.281,0.0304,0.0864,0.00415,0.22,0.89,111.772
18664,0.486,0.818,-4.794,0.0344,0.114,0.0519,0.0789,0.584,81.278
18665,0.576,0.792,-6.086,0.0287,0.031,0.12,0.318,0.704,84.958
18666,0.463,0.55,-6.442,0.0344,0.559,0.00167,0.0894,0.493,83.267
18667,0.576,0.66,-6.799,0.0328,0.186,0.0534,0.128,0.584,86.407
18668,0.474,0.649,-6.767,0.0261,0.0121,0.242,0.114,0.188,135.297
18669,0.464,0.875,-4.896,0.0316,0.0299,0.333,0.122,0.932,151.827
18670,0.529,0.936,-5.286,0.0452,0.00204,0.265,0.379,0.701,80.966
18671,0.498,0.663,-6.104,0.0261,0.101,0.00321,0.114,0.569,84.83
18672,0.58,0.685,-6.746,0.0342,0.474,0.00116,0.154,0.637,81.975
18673,0.581,0.501,-7.427,0.0277,0.199,0.000356,0.144,0.425,125.881
18674,0.382,0.871,-5.621,0.0333,0.0191,0.0374,0.0759,0.816,153.158
18675,0.501,0.212,-12.26,0.0406,0.935,0.00192,0.148,0.199,135.588
18676,0.539,0.613,-8.496,0.0278,0.46,0.682,0.138,0.512,87.297
18677,0.567,0.67,-7.459,0.0292,0.522,0.157,0.102,0.467,148.726
18678,0.574,0.719,-8.195,0.0295,0.331,0.0124,0.0861,0.448,87.098
18679,0.412,0.253,-16.375,0.0677,0.974,0.904,0.133,0.179,95.805
18680,0.495,0.299,-11.897,0.0348,0.818,0.205,0.117,0.0794,136.652
18681,0.645,0.567,-8.736,0.0239,0.221,0.0234,0.141,0.483,87.4
18682,0.486,0.512,-9.974,0.0287,0.449,0.0724,0.148,0.37,132.942
18683,0.435,0.367,-10.911,0.0303,0.89,0.246,0.1,0.146,137.614
18684,0.493,0.63,-6.967,0.0286,0.48,0.615,0.109,0.57,85.834
18685,0.55,0.21,-16.915,0.0557,0.964,0.981,0.131,0.359,95.197
18686,0.408,0.356,-10.271,0.0278,0.82,0.0269,0.157,0.166,103.691
18687,0.724,0.678,-7.784,0.0283,0.177,0.000591,0.156,0.593,94.408
18688,0.345,0.45,-13.935,0.0417,0.854,0.742,0.104,0.805,138.37
18689,0.332,0.414,-9.292,0.0291,0.591,0.018,0.127,0.119,76.053
18690,0.502,0.216,-12.257,0.0409,0.937,0.00193,0.149,0.196,135.514
18691,0.557,0.612,-8.505,0.0274,0.464,0.659,0.137,0.511,87.343
18692,0.544,0.672,-7.458,0.0328,0.516,0.105,0.102,0.484,74.185
18693,0.565,0.72,-8.201,0.0305,0.346,0.0174,0.085,0.44,87.09
18694,0.402,0.251,-16.375,0.0709,0.974,0.904,0.133,0.183,94.611
18695,0.459,0.3,-11.902,0.0375,0.818,0.224,0.117,0.0773,136.747
18696,0.636,0.567,-8.736,0.0246,0.218,0.0268,0.141,0.495,87.362
18697,0.488,0.512,-9.966,0.0287,0.449,0.0679,0.15,0.365,132.884
18698,0.435,0.367,-10.892,0.0303,0.889,0.27,0.1,0.145,137.772
18699,0.555,0.628,-6.968,0.0273,0.471,0.551,0.118,0.583,86.334
18700,0.479,0.211,-16.914,0.0595,0.964,0.988,0.118,0.34,94.691
18701,0.406,0.355,-10.269,0.0281,0.818,0.0269,0.158,0.169,104.182
18702,0.711,0.674,-7.784,0.0298,0.176,0.000526,0.157,0.596,94.166
18703,0.345,0.447,-13.942,0.0418,0.857,0.772,0.103,0.805,138.404
18704,0.335,0.414,-9.294,0.0286,0.592,0.0219,0.127,0.116,76.586
18705,0.637,0.435,-8.579,0.0261,0.59,0.00733,0.102,0.432,71.599
18706,0.435,0.458,-11.076,0.0327,0.529,0.000177,0.694,0.137,128.341
18707,0.503,0.846,-9.103,0.0846,0.414,0.000836,0.96,0.577,139.804
18708,0.393,0.47,-10.498,0.0281,0.504,0.000396,0.702,0.172,105.082
18709,0.722,0.784,-7.682,0.0321,0.477,0.0857,0.219,0.654,118.988
18710,0.469,0.356,-11.482,0.0308,0.913,0.0812,0.0882,0.155,94.349
18711,0.558,0.756,-7.608,0.0327,0.059,0.633,0.126,0.227,110.245
18712,0.497,0.388,-12.573,0.0317,0.873,0.547,0.0929,0.115,131.842
18713,0.515,0.716,-7.924,0.0379,0.302,0.815,0.0846,0.733,189.722
18714,0.365,0.572,-9.396,0.0483,0.447,0.499,0.0989,0.358,175.006
18715,0.421,0.449,-9.555,0.0287,0.706,0.596,0.127,0.257,93.662
18716,0.644,0.819,-7.021,0.0317,0.228,0.672,0.13,0.871,118.723
18717,0.588,0.492,-9.516,0.0285,0.731,0.141,0.135,0.412,138.589
18718,0.556,0.764,-10.114,0.0352,0.355,0.812,0.123,0.778,118.786
18719,0.646,0.544,-9.09,0.0256,0.418,0.502,0.142,0.488,74.943
18720,0.453,0.45,-9.359,0.0287,0.703,0.599,0.108,0.279,126.014
18721,0.5,0.744,-7.499,0.0894,0.495,0.000804,0.164,0.542,79.117
18722,0.596,0.457,-10.892,0.0292,0.836,0.894,0.104,0.451,108.113
18723,0.587,0.418,-10.682,0.0334,0.913,0.0638,0.107,0.32,124.656
18724,0.365,0.272,-11.3,0.0316,0.908,0.189,0.121,0.244,90.209
18725,0.719,0.758,-7.647,0.0308,0.51,0.0318,0.214,0.717,118.967
18726,0.519,0.358,-11.383,0.029,0.919,0.106,0.0876,0.136,93.163
18727,0.557,0.766,-7.604,0.0337,0.0632,0.512,0.125,0.22,110.219
18728,0.51,0.39,-12.511,0.0327,0.862,0.286,0.09,0.111,132.336
18729,0.364,0.563,-9.437,0.0519,0.477,0.359,0.0976,0.387,174.001
18730,0.428,0.441,-9.614,0.0286,0.738,0.341,0.124,0.25,90.578
18731,0.642,0.811,-6.963,0.0316,0.23,0.702,0.122,0.861,118.728
18732,0.589,0.503,-9.501,0.029,0.73,0.123,0.129,0.359,138.614
18733,0.557,0.763,-10.085,0.0349,0.35,0.797,0.136,0.766,118.751
18734,0.45,0.455,-9.39,0.0306,0.711,0.514,0.0941,0.293,125.47
18735,0.647,0.547,-9.085,0.0258,0.393,0.495,0.119,0.465,74.941
18736,0.677,0.716,-7.927,0.0302,0.301,0.773,0.0829,0.712,94.941
18737,0.583,0.41,-10.705,0.033,0.913,0.101,0.106,0.315,124.855
18738,0.429,0.276,-11.359,0.0281,0.895,0.135,0.116,0.249,93.188
18739,0.253,0.102,-23.025,0.038,0.979,0.904,0.0463,0.116,130.51
18740,0.347,0.0485,-27.932,0.0443,0.994,0.88,0.0796,0.118,121.302
18741,0.35,0.219,-19.298,0.0348,0.981,0.903,0.0893,0.495,114.146
18742,0.339,0.0499,-22.905,0.0372,0.99,0.943,0.108,0.0884,69.22
18743,0.305,0.0666,-23.64,0.0408,0.991,0.88,0.0908,0.0553,124.736
18744,0.391,0.232,-17.406,0.0306,0.977,0.867,0.0665,0.527,104.807
18745,0.348,0.037,-27.332,0.0411,0.994,0.907,0.101,0.115,113.7
18746,0.283,0.27,-18.738,0.0419,0.981,0.884,0.2,0.548,93.446
18747,0.174,0.196,-20.474,0.0427,0.992,0.888,0.09,0.139,78.445
18748,0.314,0.331,-18.727,0.0335,0.976,0.889,0.125,0.525,111.464
18749,0.248,0.194,-19.419,0.0384,0.973,0.897,0.124,0.116,134.601
18750,0.268,0.0305,-27.16,0.041,0.992,0.928,0.0807,0.0604,66.664
18751,0.302,0.0179,-25.219,0.0397,0.991,0.921,0.155,0.089,64.376
18752,0.394,0.49,-11.066,0.05,0.476,0.773,0.219,0.0387,120.454
18753,0.253,0.102,-23.025,0.038,0.979,0.904,0.0463,0.116,130.51
18754,0.347,0.0485,-27.932,0.0443,0.994,0.88,0.0796,0.118,121.302
18755,0.35,0.219,-19.298,0.0348,0.981,0.903,0.0893,0.495,114.146
18756,0.339,0.0499,-22.905,0.0372,0.99,0.943,0.108,0.0884,69.22
18757,0.305,0.0666,-23.64,0.0408,0.991,0.88,0.0908,0.0553,124.736
18758,0.391,0.232,-17.406,0.0306,0.977,0.867,0.0665,0.527,104.807
18759,0.348,0.037,-27.332,0.0411,0.994,0.907,0.101,0.115,113.7
18760,0.283,0.27,-18.738,0.0419,0.981,0.884,0.2,0.548,93.446
18761,0.174,0.196,-20.474,0.0427,0.992,0.888,0.09,0.139,78.445
18762,0.314,0.331,-18.727,0.0335,0.976,0.889,0.125,0.525,111.464
18763,0.248,0.194,-19.419,0.0384,0.973,0.897,0.124,0.116,134.601
18764,0.268,0.0305,-27.16,0.041,0.992,0.928,0.0807,0.0604,66.664
18765,0.302,0.0179,-25.219,0.0397,0.991,0.921,0.155,0.089,64.376
18766,0.345,0.145,-19.831,0.0381,0.993,0.913,0.13,0.277,68.98
18767,0.426,0.856,-6.094,0.084,0.751,0.000477,0.986,0.493,83.063
18768,0.477,0.794,-5.85,0.042,0.586,0.00113,0.984,0.429,128.337
18769,0.583,0.729,-8.015,0.0304,0.514,8.35e-06,0.961,0.71,131.664
18770,0.539,0.895,-6.783,0.0395,0.5,0.000169,0.981,0.912,84.367
18771,0.391,0.715,-7.164,0.0289,0.591,0.00978,0.987,0.469,144.031
18772,0.435,0.882,-5.679,0.0355,0.353,1.98e-05,0.889,0.573,171.679
18773,0.48,0.7,-7.662,0.0296,0.776,6.23e-05,0.916,0.398,142.804
18774,0.503,0.977,-4.399,0.0389,0.409,0.000348,0.978,0.68,137.562
18775,0.449,0.957,-5.318,0.0567,0.665,0.0,0.991,0.542,151.825
18776,0.358,0.98,-4.567,0.0434,0.549,1.39e-05,0.983,0.686,155.244
18777,0.285,0.931,-6.707,0.0546,0.392,0.014,0.986,0.141,149.412
18778,0.478,0.344,-11.238,0.0363,0.854,1.87e-05,0.818,0.27,128.286
18779,0.392,0.753,-6.757,0.0333,0.641,0.0104,0.181,0.444,164.148
18780,0.653,0.86,-4.574,0.0289,0.213,0.161,0.348,0.917,123.873
18781,0.599,0.508,-8.03,0.0276,0.657,0.000252,0.12,0.283,122.334
18782,0.532,0.604,-6.602,0.0299,0.447,0.0104,0.119,0.329,144.722
18783,0.56,0.67,-6.624,0.0709,0.194,0.116,0.112,0.599,171.794
18784,0.685,0.5,-7.711,0.027,0.653,0.000823,0.124,0.381,118.093
18785,0.484,0.314,-10.158,0.0328,0.951,9.88e-06,0.108,0.162,110.891
18786,0.559,0.686,-6.835,0.0316,0.375,0.00179,0.114,0.75,80.916
18787,0.572,0.663,-5.596,0.0271,0.648,0.004,0.0999,0.644,137.762
18788,0.607,0.704,-7.47,0.029,0.295,0.00623,0.107,0.638,81.995
18789,0.392,0.764,-6.761,0.0336,0.629,0.0102,0.18,0.422,163.79
18790,0.652,0.868,-4.574,0.0294,0.246,0.226,0.406,0.923,123.909
18791,0.595,0.501,-8.039,0.0272,0.629,0.000114,0.115,0.268,122.326
18792,0.562,0.608,-6.587,0.0313,0.453,0.00627,0.12,0.321,73.284
18793,0.57,0.663,-6.741,0.0756,0.205,0.124,0.111,0.596,171.95
18794,0.682,0.49,-7.695,0.0271,0.641,0.000956,0.132,0.375,118.088
18795,0.48,0.312,-10.156,0.0323,0.951,2.35e-05,0.108,0.178,110.883
18796,0.624,0.691,-6.856,0.031,0.401,0.00144,0.121,0.736,81.04
18797,0.571,0.666,-5.558,0.0272,0.659,0.00245,0.103,0.678,137.83
18798,0.603,0.699,-7.476,0.0292,0.283,0.0087,0.102,0.619,82.026
18799,0.392,0.764,-6.761,0.0336,0.629,0.0102,0.18,0.422,163.79
18800,0.652,0.868,-4.574,0.0294,0.246,0.226,0.406,0.923,123.909
18801,0.595,0.501,-8.039,0.0272,0.629,0.000114,0.115,0.268,122.326
18802,0.562,0.608,-6.587,0.0313,0.453,0.00627,0.12,0.321,73.284
18803,0.57,0.663,-6.741,0.0756,0.205,0.124,0.111,0.596,171.95
18804,0.682,0.49,-7.695,0.0271,0.641,0.000956,0.132,0.375,118.088
18805,0.48,0.312,-10.156,0.0323,0.951,2.35e-05,0.108,0.178,110.883
18806,0.624,0.691,-6.856,0.031,0.401,0.00144,0.121,0.736,81.04
18807,0.571,0.666,-5.558,0.0272,0.659,0.00245,0.103,0.678,137.83
18808,0.603,0.699,-7.476,0.0292,0.283,0.0087,0.102,0.619,82.026
18809,0.652,0.518,-9.374,0.0584,0.821,0.000655,0.377,0.284,127.96
18810,0.597,0.507,-7.705,0.0384,0.791,0.00218,0.105,0.33,132.747
18811,0.703,0.608,-7.99,0.0262,0.746,0.0345,0.123,0.507,111.089
18812,0.554,0.619,-7.172,0.0271,0.525,0.0,0.162,0.249,84.011
18813,0.609,0.413,-8.882,0.0324,0.831,0.00407,0.113,0.235,120.707
18814,0.756,0.896,-6.633,0.0379,0.496,0.0205,0.112,0.895,138.016
18815,0.607,0.462,-6.813,0.0288,0.722,0.0,0.0996,0.439,151.863
18816,0.733,0.583,-7.228,0.0336,0.755,0.000194,0.0826,0.228,96.111
18817,0.599,0.409,-7.962,0.0306,0.845,0.000544,0.113,0.234,123.877
18818,0.558,0.545,-9.237,0.0353,0.755,0.0751,0.146,0.333,78.012
18819,0.643,0.444,-8.24,0.0263,0.832,0.000372,0.143,0.261,123.95
18820,0.623,0.481,-7.641,0.0316,0.712,0.00349,0.0709,0.347,130.018
18821,0.688,0.356,-8.153,0.0285,0.702,5.26e-05,0.122,0.258,119.969
18822,0.696,0.686,-5.158,0.0279,0.221,0.0,0.165,0.506,82.053
18823,0.568,0.441,-6.209,0.0326,0.184,0.0,0.0948,0.169,136.069
18824,0.657,0.509,-9.336,0.0538,0.816,0.000369,0.378,0.288,128.054
18825,0.603,0.513,-7.678,0.039,0.807,0.00223,0.106,0.328,133.076
18826,0.709,0.611,-8.019,0.026,0.777,0.0167,0.121,0.483,111.062
18827,0.566,0.627,-7.191,0.0264,0.54,0.0,0.185,0.247,84.002
18828,0.631,0.403,-8.816,0.0321,0.824,0.00243,0.11,0.237,120.588
18829,0.755,0.899,-6.622,0.0368,0.456,0.0241,0.103,0.892,138.033
18830,0.613,0.462,-6.813,0.0285,0.74,0.0,0.108,0.465,151.833
18831,0.734,0.574,-7.245,0.0335,0.779,0.000196,0.0841,0.243,96.071
18832,0.608,0.402,-7.932,0.0308,0.842,0.000263,0.114,0.247,123.874
18833,0.555,0.539,-9.239,0.0367,0.739,0.058,0.148,0.325,77.996
18834,0.627,0.441,-8.219,0.0269,0.818,0.00033,0.147,0.266,123.958
18835,0.623,0.475,-7.619,0.0294,0.718,0.00153,0.0686,0.389,130.075
