,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,0.307,0.153,-25.952,0.0443,0.883,0.971,0.84,0.13,79.853
1,0.478,0.561,-14.545,0.0754,0.121,0.0114,0.881,0.257,118.898
2,0.501,0.927,-6.744,0.069,0.0555,0.0477,0.701,0.537,118.744
3,0.542,0.902,-6.028,0.104,0.00157,0.0121,0.697,0.245,99.944
4,0.574,0.932,-5.841,0.0711,0.0338,9.28e-06,0.717,0.665,128.864
5,0.281,0.578,-5.872,0.0306,0.024,9.42e-06,0.699,0.177,129.021
6,0.494,0.837,-5.354,0.0434,0.00513,0.0162,0.82,0.515,128.941
7,0.55,0.698,-5.881,0.058,0.0271,3.05e-05,0.776,0.337,124.775
8,0.505,0.701,-7.299,0.0392,0.0419,0.00066,0.989,0.331,86.012
9,0.534,0.689,-6.674,0.0267,0.0318,1.91e-06,0.815,0.377,113.644
10,0.508,0.733,-6.379,0.0392,0.0073,3.56e-05,0.779,0.399,96.011
11,0.619,0.744,-9.003,0.0249,0.0113,0.058,0.946,0.335,99.949
12,0.404,0.778,-6.368,0.0464,0.129,6e-05,0.692,0.376,173.892
13,0.47,0.857,-6.254,0.0632,0.0151,0.00276,0.771,0.385,138.235
14,0.436,0.895,-5.157,0.0768,0.0366,4.21e-05,0.795,0.35,126.232
15,0.436,0.939,-5.556,0.0742,0.026,0.0299,0.979,0.711,161.792
16,0.542,0.445,-9.158,0.026,0.0279,1.87e-06,0.728,0.178,120.631
17,0.446,0.709,-6.477,0.0328,0.048,4.69e-05,0.561,0.334,139.807
18,0.428,0.955,-5.901,0.19,0.0148,0.000185,0.762,0.297,140.926
19,0.646,0.488,-11.389,0.0311,0.000148,0.00156,0.105,0.142,114.973
20,0.599,0.694,-7.095,0.0275,0.000518,0.000174,0.322,0.205,121.925
21,0.578,0.638,-7.155,0.0286,0.00218,0.000181,0.157,0.385,160.043
22,0.733,0.876,-4.56,0.0385,0.00452,4.25e-06,0.916,0.63,112.981
23,0.652,0.726,-6.126,0.0598,0.000576,0.00171,0.0943,0.624,120.022
24,0.77,0.494,-8.635,0.073,0.00231,1.13e-06,0.339,0.67,124.023
25,0.441,0.662,-5.04,0.0271,0.0161,1.88e-06,0.048,0.0936,82.468
26,0.625,0.889,-4.922,0.0436,0.0101,0.0,0.27,0.608,126.996
27,0.656,0.641,-6.581,0.0289,0.000235,5.81e-05,0.0561,0.596,124.961
28,0.731,0.815,-4.934,0.0443,0.000583,0.000245,0.141,0.63,116.002
29,0.611,0.649,-6.914,0.0596,0.00638,0.0078,0.0891,0.226,111.913
30,0.253,0.738,-5.731,0.049,0.167,0.0156,0.0584,0.0646,106.015
31,0.646,0.488,-11.389,0.0311,0.000148,0.00156,0.105,0.142,114.973
32,0.599,0.694,-7.095,0.0275,0.000518,0.000174,0.322,0.205,121.925
33,0.578,0.638,-7.155,0.0286,0.00218,0.000181,0.157,0.385,160.043
34,0.733,0.876,-4.56,0.0385,0.00452,4.25e-06,0.916,0.63,112.981
35,0.652,0.726,-6.126,0.0598,0.000576,0.00171,0.0943,0.624,120.022
36,0.77,0.494,-8.635,0.073,0.00231,1.13e-06,0.339,0.67,124.023
37,0.441,0.662,-5.04,0.0271,0.0161,1.88e-06,0.048,0.0936,82.468
38,0.625,0.889,-4.922,0.0436,0.0101,0.0,0.27,0.608,126.996
39,0.656,0.641,-6.581,0.0289,0.000235,5.81e-05,0.0561,0.596,124.961
40,0.731,0.815,-4.934,0.0443,0.000583,0.000245,0.141,0.63,116.002
41,0.611,0.649,-6.914,0.0596,0.00638,0.0078,0.0891,0.226,111.913
42,0.253,0.738,-5.731,0.049,0.167,0.0156,0.0584,0.0646,106.015
43,0.59,0.899,-5.715,0.0351,0.000407,0.000125,0.101,0.728,127.981
44,0.784,0.695,-6.677,0.0362,0.000705,0.0154,0.112,0.569,118.009
45,0.638,0.733,-6.966,0.0702,0.00237,0.00251,0.312,0.218,109.957
46,0.315,0.669,-5.743,0.0398,0.00113,0.0,0.933,0.267,78.204
47,0.492,0.976,-4.726,0.121,0.000115,0.0262,0.97,0.141,131.611
48,0.588,0.935,-4.282,0.0765,0.00172,0.000757,0.953,0.5,125.458
49,0.566,0.953,-4.475,0.0455,0.000642,0.0,0.986,0.471,122.006
50,0.502,0.946,-4.138,0.0589,0.00358,2.76e-05,0.99,0.635,174.014
51,0.552,0.966,-3.924,0.045,0.000481,0.0169,0.988,0.664,145.046
52,0.587,0.992,-2.993,0.12,0.00199,0.0,0.933,0.517,127.026
53,0.467,0.988,-4.202,0.169,4.45e-05,0.0953,0.98,0.384,128.992
54,0.322,0.754,-5.149,0.0424,0.00208,0.000196,0.982,0.325,139.706
55,0.7,0.974,-2.712,0.164,0.0494,0.0,0.39,0.591,106.599
56,0.507,0.977,-4.796,0.11,0.000221,0.000877,0.873,0.505,129.066
57,0.459,0.974,-4.069,0.118,0.00119,0.000752,0.973,0.345,129.989
58,0.502,0.976,-3.551,0.168,0.000446,0.000187,0.966,0.277,115.688
59,0.414,0.975,-3.009,0.0981,0.00435,0.00185,0.96,0.518,140.982
60,0.315,0.669,-5.743,0.0398,0.00113,0.0,0.933,0.267,78.204
61,0.492,0.976,-4.726,0.121,0.000115,0.0262,0.97,0.141,131.622
62,0.588,0.935,-4.282,0.0765,0.00172,0.000757,0.953,0.499,125.458
63,0.566,0.953,-4.475,0.0456,0.000642,0.0,0.986,0.471,122.007
64,0.502,0.946,-4.138,0.0589,0.00358,2.76e-05,0.99,0.635,174.015
65,0.552,0.966,-3.924,0.045,0.000481,0.0169,0.988,0.664,145.046
66,0.587,0.992,-2.993,0.12,0.00199,0.0,0.933,0.517,127.026
67,0.467,0.988,-4.202,0.169,4.45e-05,0.0953,0.98,0.384,128.991
68,0.322,0.754,-5.149,0.0424,0.00208,0.000196,0.982,0.325,139.696
69,0.701,0.974,-2.712,0.164,0.0494,0.0,0.39,0.591,106.599
70,0.507,0.977,-4.796,0.11,0.000221,0.000877,0.873,0.505,129.066
71,0.459,0.974,-4.069,0.118,0.00119,0.000752,0.973,0.345,129.982
72,0.502,0.976,-3.551,0.168,0.000446,0.000187,0.966,0.277,115.688
73,0.414,0.975,-3.009,0.0981,0.00435,0.00185,0.96,0.518,140.98
74,0.306,0.665,-5.765,0.043,0.00104,0.0,0.891,0.259,78.252
75,0.49,0.975,-4.708,0.119,9.88e-05,0.0186,0.97,0.138,131.608
76,0.587,0.935,-4.275,0.0667,0.00135,0.000947,0.951,0.527,125.458
77,0.566,0.95,-4.481,0.0442,0.000502,0.0,0.987,0.513,122.029
78,0.502,0.941,-4.163,0.0606,0.00362,1.67e-05,0.99,0.66,173.978
79,0.556,0.966,-3.922,0.0464,0.000447,0.0139,0.988,0.664,145.055
80,0.582,0.992,-3.019,0.123,0.00201,0.0,0.944,0.573,127.012
81,0.468,0.989,-4.184,0.16,4.34e-05,0.0667,0.982,0.344,128.989
82,0.314,0.749,-5.146,0.0378,0.00291,0.000207,0.983,0.322,139.692
83,0.698,0.977,-2.721,0.156,0.0486,0.0,0.393,0.593,106.591
84,0.503,0.974,-4.814,0.129,0.00022,0.00119,0.874,0.467,129.081
85,0.468,0.977,-4.048,0.119,0.00129,0.000989,0.972,0.344,129.955
86,0.504,0.977,-3.534,0.167,0.000469,0.00018,0.952,0.261,115.69
87,0.397,0.975,-3.028,0.1,0.00418,0.0024,0.961,0.551,140.937
88,0.627,0.919,-4.428,0.0309,0.0295,3.16e-05,0.917,0.83,121.97
89,0.576,0.736,-4.527,0.0335,0.000396,0.000555,0.0711,0.45,144.989
90,0.568,0.885,-3.843,0.0372,0.000476,2.42e-05,0.429,0.572,137.992
91,0.505,0.609,-5.767,0.0275,0.375,0.0,0.0997,0.251,93.987
92,0.715,0.751,-5.314,0.0547,0.00163,4.01e-05,0.0426,0.774,119.97
93,0.605,0.933,-4.11,0.0536,0.000195,0.0434,0.0819,0.772,129.02
94,0.14,0.403,-12.635,0.0357,0.969,0.566,0.134,0.0555,89.13
95,0.654,0.697,-6.101,0.0462,0.00109,1.58e-06,0.095,0.415,120.001
96,0.558,0.929,-3.798,0.0487,8.87e-05,0.0234,0.239,0.736,140.007
97,0.599,0.823,-5.601,0.0345,0.025,1.93e-05,0.0836,0.38,113.373
98,0.578,0.915,-4.643,0.0437,9.33e-05,0.000168,0.0736,0.5,133.967
99,0.512,0.839,-5.281,0.034,9.41e-05,5.33e-05,0.29,0.664,140.993
100,0.0975,0.202,-15.49,0.0364,0.881,0.899,0.126,0.0402,88.348
101,0.423,0.558,-6.822,0.0263,0.0058,1.33e-06,0.357,0.165,78.007
102,0.627,0.919,-4.428,0.0309,0.0295,3.16e-05,0.917,0.83,121.97
103,0.576,0.736,-4.527,0.0335,0.000396,0.000555,0.0711,0.45,144.989
104,0.568,0.885,-3.843,0.0372,0.000476,2.42e-05,0.429,0.572,137.992
105,0.505,0.609,-5.767,0.0275,0.375,0.0,0.0997,0.251,93.987
106,0.715,0.751,-5.314,0.0547,0.00163,4.01e-05,0.0426,0.774,119.97
107,0.605,0.933,-4.11,0.0536,0.000195,0.0434,0.0819,0.772,129.02
108,0.14,0.403,-12.635,0.0357,0.969,0.566,0.134,0.0555,89.13
109,0.654,0.697,-6.101,0.0462,0.00109,1.58e-06,0.095,0.415,120.001
110,0.558,0.929,-3.798,0.0487,8.87e-05,0.0234,0.239,0.736,140.007
111,0.599,0.823,-5.601,0.0345,0.025,1.93e-05,0.0836,0.38,113.373
112,0.578,0.915,-4.643,0.0437,9.33e-05,0.000168,0.0736,0.5,133.967
113,0.512,0.839,-5.281,0.034,9.41e-05,5.33e-05,0.29,0.664,140.993
114,0.0975,0.202,-15.49,0.0364,0.881,0.899,0.126,0.0402,88.348
115,0.423,0.558,-6.822,0.0263,0.0058,1.33e-06,0.357,0.165,78.007
116,0.63,0.931,-4.252,0.0312,0.0356,0.000137,0.894,0.832,121.973
117,0.575,0.767,-4.426,0.0332,0.000434,0.000226,0.0686,0.493,144.989
118,0.571,0.893,-3.735,0.0359,0.000388,4.41e-05,0.324,0.603,137.982
119,0.508,0.607,-5.669,0.0275,0.345,0.0,0.1,0.278,94.035
120,0.705,0.76,-5.188,0.0559,0.00159,2.78e-05,0.0575,0.786,119.976
121,0.601,0.935,-4.013,0.0579,0.00017,0.0558,0.0768,0.766,129.016
122,0.247,0.408,-12.594,0.0351,0.971,0.767,0.136,0.0606,90.812
123,0.651,0.705,-5.968,0.0458,0.000975,2.09e-06,0.0844,0.421,119.986
124,0.56,0.924,-3.71,0.0474,8e-05,0.0358,0.152,0.708,140.005
125,0.603,0.835,-5.445,0.0349,0.0242,1.38e-05,0.0976,0.443,113.331
126,0.574,0.916,-4.506,0.0426,9.18e-05,0.000263,0.0737,0.542,133.96
127,0.512,0.835,-5.087,0.0321,9.59e-05,4.8e-05,0.288,0.698,141.01
128,0.136,0.208,-15.366,0.0402,0.887,0.883,0.131,0.042,94.075
129,0.418,0.52,-6.878,0.0284,0.00744,4.93e-06,0.354,0.138,77.992
130,0.627,0.919,-4.428,0.0309,0.0295,3.16e-05,0.917,0.83,121.97
131,0.576,0.736,-4.527,0.0335,0.000396,0.000555,0.0711,0.45,144.989
132,0.568,0.885,-3.843,0.0372,0.000476,2.42e-05,0.429,0.572,137.992
133,0.505,0.609,-5.767,0.0275,0.375,0.0,0.0997,0.251,93.987
134,0.715,0.751,-5.314,0.0547,0.00163,4.01e-05,0.0426,0.774,119.97
135,0.605,0.933,-4.11,0.0536,0.000195,0.0434,0.0819,0.772,129.02
136,0.14,0.403,-12.635,0.0357,0.969,0.566,0.134,0.0555,89.13
137,0.654,0.697,-6.101,0.0462,0.00109,1.58e-06,0.095,0.415,120.001
138,0.558,0.929,-3.798,0.0487,8.87e-05,0.0234,0.239,0.736,140.007
139,0.599,0.823,-5.601,0.0345,0.025,1.93e-05,0.0836,0.38,113.373
140,0.578,0.915,-4.643,0.0437,9.33e-05,0.000168,0.0736,0.5,133.967
141,0.512,0.839,-5.281,0.034,9.41e-05,5.33e-05,0.29,0.664,140.993
142,0.0975,0.202,-15.49,0.0364,0.881,0.899,0.126,0.0402,88.348
143,0.376,0.546,-6.948,0.0264,0.00567,1.98e-06,0.336,0.187,155.987
144,0.63,0.931,-4.252,0.0312,0.0356,0.000137,0.894,0.832,121.973
145,0.575,0.767,-4.426,0.0332,0.000434,0.000226,0.0686,0.493,144.989
146,0.571,0.893,-3.735,0.0359,0.000388,4.41e-05,0.324,0.603,137.982
147,0.508,0.607,-5.669,0.0275,0.345,0.0,0.1,0.278,94.035
148,0.705,0.76,-5.188,0.0559,0.00159,2.78e-05,0.0575,0.786,119.976
149,0.601,0.935,-4.013,0.0579,0.00017,0.0558,0.0768,0.766,129.016
150,0.247,0.408,-12.594,0.0351,0.971,0.767,0.136,0.0606,90.812
151,0.651,0.705,-5.968,0.0458,0.000975,2.09e-06,0.0844,0.421,119.986
152,0.56,0.924,-3.71,0.0474,8e-05,0.0358,0.152,0.708,140.005
153,0.603,0.835,-5.445,0.0349,0.0242,1.38e-05,0.0976,0.443,113.331
154,0.574,0.916,-4.506,0.0426,9.18e-05,0.000263,0.0737,0.542,133.96
155,0.512,0.835,-5.087,0.0321,9.59e-05,4.8e-05,0.288,0.698,141.01
156,0.136,0.208,-15.366,0.0402,0.887,0.883,0.131,0.042,94.075
157,0.418,0.52,-6.878,0.0284,0.00744,4.93e-06,0.354,0.138,77.992
158,0.631,0.927,-4.282,0.0313,0.0303,6.94e-05,0.801,0.849,121.968
159,0.58,0.745,-4.387,0.0328,0.000341,0.000538,0.109,0.435,144.993
160,0.578,0.887,-3.776,0.0385,0.000462,3.05e-05,0.439,0.61,137.977
161,0.504,0.623,-5.695,0.0276,0.323,1.01e-06,0.1,0.232,93.979
162,0.715,0.752,-5.224,0.0559,0.00195,3.51e-05,0.0592,0.768,119.966
163,0.602,0.935,-4.0,0.0536,0.000165,0.0505,0.0905,0.77,129.014
164,0.173,0.383,-12.62,0.0378,0.972,0.809,0.135,0.0596,99.761
165,0.653,0.705,-5.96,0.0448,0.000965,1.78e-06,0.0859,0.396,119.996
166,0.558,0.932,-3.649,0.0478,7.53e-05,0.0179,0.187,0.701,140.004
167,0.601,0.835,-5.48,0.0342,0.0249,2.37e-05,0.14,0.407,113.326
168,0.574,0.91,-4.523,0.0399,8.63e-05,0.000294,0.0951,0.574,133.964
169,0.51,0.836,-5.102,0.0329,0.000134,6.08e-05,0.291,0.651,140.977
170,0.174,0.197,-15.264,0.039,0.865,0.9,0.128,0.0602,95.288
171,0.418,0.566,-6.782,0.0271,0.00527,2e-06,0.369,0.173,78.03
172,0.632,0.925,-4.268,0.031,0.0312,6.42e-05,0.902,0.85,121.983
173,0.579,0.746,-4.415,0.0336,0.000432,0.00036,0.0732,0.465,144.992
174,0.574,0.892,-3.738,0.0364,0.00047,3.51e-05,0.397,0.614,137.979
175,0.507,0.603,-5.664,0.0277,0.34,0.0,0.0993,0.259,94.025
176,0.709,0.757,-5.196,0.0557,0.0016,2.87e-05,0.0501,0.759,119.984
177,0.605,0.935,-4.009,0.0551,0.000157,0.0621,0.0825,0.761,129.023
178,0.091,0.404,-12.549,0.0413,0.971,0.862,0.133,0.0575,178.815
179,0.653,0.708,-5.949,0.0443,0.00111,2.12e-06,0.0852,0.438,119.996
180,0.558,0.927,-3.71,0.0468,6.79e-05,0.0386,0.141,0.744,140.006
181,0.601,0.837,-5.463,0.0345,0.0254,1.43e-05,0.0711,0.399,113.365
182,0.573,0.909,-4.506,0.0419,9.69e-05,0.000205,0.064,0.517,133.963
183,0.512,0.838,-5.079,0.0315,0.000116,4.8e-05,0.286,0.679,140.992
184,0.165,0.196,-15.447,0.0379,0.883,0.886,0.133,0.05,128.823
185,0.432,0.558,-6.846,0.0261,0.00506,1.99e-06,0.372,0.154,77.99
186,0.769,0.87,-4.23,0.0549,0.0212,0.00101,0.0713,0.642,124.959
187,0.725,0.816,-4.41,0.0453,0.254,1.05e-05,0.117,0.635,101.361
188,0.779,0.576,-7.191,0.0515,0.000559,0.00316,0.0473,0.678,109.953
189,0.55,0.697,-4.602,0.0258,6.69e-05,0.03,0.0958,0.543,85.995
190,0.7,0.643,-7.036,0.0289,0.141,5.18e-05,0.183,0.337,122.93
191,0.766,0.635,-8.149,0.0652,0.379,3.95e-05,0.121,0.511,116.967
192,0.732,0.741,-4.11,0.0596,0.0689,0.0,0.0589,0.434,121.332
193,0.549,0.88,-8.778,0.0355,0.0105,0.594,0.428,0.309,138.993
194,0.667,0.77,-4.792,0.052,0.00558,0.000207,0.0881,0.694,130.694
195,0.73,0.863,-4.908,0.0352,0.55,0.0,0.128,0.382,116.0
196,0.461,0.815,-4.262,0.0314,0.000421,0.00074,0.212,0.565,166.968
197,0.741,0.632,-6.041,0.028,0.148,0.000639,0.133,0.728,119.649
198,0.52,0.825,-5.123,0.239,0.202,0.0,0.0663,0.84,197.93
199,0.655,0.884,-5.449,0.0388,0.00196,8.3e-05,0.724,0.597,110.005
200,0.574,0.937,-4.645,0.0439,0.0021,0.0,0.395,0.423,101.365
201,0.769,0.87,-4.23,0.0549,0.0212,0.00101,0.0709,0.642,124.959
202,0.725,0.816,-4.41,0.0453,0.254,1.05e-05,0.117,0.635,101.361
203,0.779,0.576,-7.191,0.0515,0.000559,0.00316,0.0473,0.678,109.953
204,0.55,0.697,-4.602,0.0258,6.69e-05,0.03,0.0977,0.543,85.995
205,0.7,0.643,-7.036,0.0289,0.141,5.18e-05,0.184,0.337,122.931
206,0.766,0.635,-8.149,0.0652,0.379,3.95e-05,0.124,0.511,116.967
207,0.733,0.746,-4.116,0.0555,0.0737,0.0,0.0595,0.48,121.33
208,0.548,0.88,-8.778,0.0355,0.0105,0.574,0.428,0.309,138.98
209,0.668,0.77,-4.775,0.0512,0.00558,0.000207,0.0813,0.697,130.692
210,0.73,0.863,-4.908,0.0352,0.55,0.0,0.128,0.382,116.001
211,0.461,0.815,-4.262,0.0314,0.000421,0.00074,0.212,0.565,166.968
212,0.741,0.632,-6.041,0.028,0.148,0.000639,0.133,0.729,119.654
213,0.769,0.87,-4.23,0.0549,0.0212,0.00101,0.0709,0.642,124.959
214,0.725,0.816,-4.41,0.0453,0.254,1.05e-05,0.117,0.635,101.361
215,0.779,0.576,-7.191,0.0515,0.000559,0.00316,0.0473,0.678,109.953
216,0.55,0.697,-4.602,0.0258,6.69e-05,0.03,0.0977,0.543,85.995
217,0.7,0.643,-7.036,0.0289,0.141,5.18e-05,0.184,0.337,122.931
218,0.766,0.635,-8.149,0.0652,0.379,3.95e-05,0.124,0.511,116.967
219,0.733,0.746,-4.116,0.0555,0.0737,0.0,0.0595,0.48,121.33
220,0.548,0.88,-8.778,0.0355,0.0105,0.574,0.428,0.309,138.98
221,0.668,0.77,-4.775,0.0512,0.00558,0.000207,0.0813,0.697,130.692
222,0.73,0.863,-4.908,0.0352,0.55,0.0,0.128,0.382,116.001
223,0.461,0.815,-4.262,0.0314,0.000421,0.00074,0.212,0.565,166.968
224,0.741,0.632,-6.041,0.028,0.148,0.000639,0.133,0.729,119.654
225,0.769,0.87,-4.23,0.0549,0.0212,0.00101,0.0713,0.642,124.959
226,0.725,0.816,-4.41,0.0453,0.254,1.05e-05,0.117,0.635,101.361
227,0.779,0.576,-7.191,0.0515,0.000559,0.00316,0.0473,0.678,109.953
228,0.55,0.697,-4.602,0.0258,6.69e-05,0.03,0.0958,0.543,85.995
229,0.7,0.643,-7.036,0.0289,0.141,5.18e-05,0.183,0.337,122.93
230,0.766,0.635,-8.149,0.0652,0.379,3.95e-05,0.121,0.511,116.967
231,0.732,0.741,-4.11,0.0596,0.0689,0.0,0.0589,0.434,121.332
232,0.549,0.88,-8.778,0.0355,0.0105,0.594,0.428,0.309,138.993
233,0.667,0.77,-4.792,0.052,0.00558,0.000207,0.0881,0.694,130.694
234,0.73,0.863,-4.908,0.0352,0.55,0.0,0.128,0.382,116.0
235,0.461,0.815,-4.262,0.0314,0.000421,0.00074,0.212,0.565,166.968
236,0.741,0.632,-6.041,0.028,0.148,0.000639,0.133,0.728,119.649
237,0.52,0.825,-5.123,0.239,0.202,0.0,0.0663,0.84,197.93
238,0.768,0.866,-4.272,0.0561,0.0242,0.00132,0.0731,0.634,124.968
239,0.725,0.814,-4.529,0.0465,0.214,1.59e-05,0.124,0.603,101.365
240,0.777,0.574,-7.349,0.0517,0.000404,0.00281,0.0416,0.692,109.95
241,0.55,0.68,-4.744,0.0254,6.37e-05,0.024,0.0914,0.527,85.985
242,0.7,0.641,-7.124,0.0298,0.16,4.69e-05,0.0957,0.339,122.929
243,0.764,0.625,-8.272,0.0629,0.384,5.68e-05,0.114,0.527,116.974
244,0.734,0.75,-4.252,0.057,0.0839,0.0,0.0592,0.422,121.358
245,0.546,0.868,-9.042,0.0359,0.0114,0.571,0.44,0.289,138.964
246,0.668,0.773,-4.922,0.056,0.00559,0.000288,0.0916,0.66,130.688
247,0.73,0.858,-5.063,0.0356,0.525,0.0,0.178,0.365,116.043
248,0.53,0.793,-4.399,0.0289,0.000525,0.00105,0.255,0.581,83.504
249,0.74,0.628,-6.267,0.0273,0.154,0.000377,0.131,0.794,119.66
250,0.516,0.83,-5.169,0.241,0.199,0.0,0.066,0.848,197.82
251,0.768,0.866,-4.272,0.0561,0.0242,0.00132,0.0731,0.634,124.968
252,0.725,0.814,-4.529,0.0465,0.214,1.59e-05,0.124,0.603,101.365
253,0.778,0.574,-7.349,0.0517,0.000404,0.00281,0.0416,0.692,109.952
254,0.55,0.68,-4.744,0.0254,6.37e-05,0.024,0.0914,0.527,85.985
255,0.7,0.641,-7.124,0.0298,0.16,4.69e-05,0.0957,0.339,122.929
256,0.764,0.625,-8.272,0.0629,0.384,5.68e-05,0.114,0.527,116.974
257,0.734,0.75,-4.252,0.057,0.0839,0.0,0.0592,0.422,121.358
258,0.546,0.868,-9.042,0.0359,0.0114,0.571,0.44,0.289,138.964
259,0.668,0.773,-4.922,0.056,0.00559,0.000288,0.0916,0.66,130.688
260,0.73,0.858,-5.063,0.0356,0.525,0.0,0.178,0.365,116.043
261,0.53,0.793,-4.399,0.0289,0.000525,0.00105,0.255,0.581,83.504
262,0.74,0.628,-6.267,0.0273,0.154,0.000377,0.131,0.794,119.66
263,0.516,0.83,-5.169,0.241,0.199,0.0,0.066,0.848,197.82
264,0.62,0.826,-3.985,0.0381,6.78e-05,0.00755,0.114,0.535,126.996
265,0.701,0.876,-4.228,0.0495,0.000751,1.44e-05,0.393,0.929,132.027
266,0.576,0.878,-3.967,0.0292,0.00172,2.99e-06,0.336,0.617,96.996
267,0.696,0.888,-4.386,0.0565,0.00629,2.06e-06,0.0304,0.773,132.034
268,0.796,0.821,-5.931,0.0498,0.053,2.38e-05,0.049,0.913,94.008
269,0.646,0.888,-4.136,0.0456,0.000186,0.000157,0.0598,0.607,128.055
270,0.606,0.78,-4.86,0.0424,0.00229,0.0,0.117,0.554,117.996
271,0.523,0.736,-3.519,0.0267,0.006,1.18e-06,0.0887,0.14,93.039
272,0.375,0.805,-5.545,0.0511,0.00361,8.67e-06,0.118,0.458,176.022
273,0.331,0.837,-4.735,0.0507,0.000882,8.13e-06,0.0451,0.49,198.103
274,0.676,0.862,-4.819,0.0325,0.0855,0.011,0.0445,0.46,115.755
275,0.59,0.701,-6.793,0.0245,0.0113,0.203,0.0774,0.44,97.998
276,0.62,0.826,-3.985,0.0381,6.78e-05,0.00755,0.114,0.535,126.996
277,0.701,0.876,-4.228,0.0495,0.000751,1.44e-05,0.393,0.929,132.027
278,0.576,0.878,-3.967,0.0292,0.00172,2.99e-06,0.336,0.617,96.996
279,0.696,0.888,-4.386,0.0565,0.00629,2.06e-06,0.0304,0.773,132.034
280,0.796,0.821,-5.931,0.0498,0.053,2.38e-05,0.049,0.913,94.008
281,0.646,0.888,-4.136,0.0456,0.000186,0.000157,0.0598,0.607,128.055
282,0.606,0.78,-4.86,0.0424,0.00229,0.0,0.117,0.554,117.996
283,0.523,0.736,-3.519,0.0267,0.006,1.18e-06,0.0887,0.14,93.039
284,0.375,0.805,-5.545,0.0511,0.00361,8.67e-06,0.118,0.458,176.022
285,0.331,0.837,-4.735,0.0507,0.000882,8.13e-06,0.0451,0.49,198.103
286,0.676,0.862,-4.819,0.0325,0.0855,0.011,0.0445,0.46,115.755
287,0.59,0.701,-6.793,0.0245,0.0113,0.203,0.0774,0.44,97.998
288,0.465,0.606,-7.1,0.0243,0.00715,5.41e-05,0.237,0.362,153.184
289,0.66,0.852,-5.601,0.0312,0.00566,8.52e-05,0.135,0.962,126.954
290,0.413,0.901,-5.839,0.0317,0.000265,0.425,0.126,0.579,89.944
291,0.602,0.863,-7.095,0.0337,0.00944,0.000758,0.324,0.689,107.998
292,0.554,0.597,-7.219,0.0244,0.195,1.72e-05,0.234,0.343,140.127
293,0.375,0.667,-5.716,0.0297,0.0485,1.25e-05,0.154,0.189,167.164
294,0.263,0.0347,-26.918,0.0472,0.891,0.024,0.0697,0.078,133.272
295,0.604,0.898,-4.814,0.0548,0.000631,0.000413,0.368,0.336,113.888
296,0.408,0.642,-6.865,0.0307,0.00554,0.000313,0.15,0.132,117.538
297,0.429,0.507,-6.992,0.0304,0.055,2.46e-05,0.112,0.179,121.714
298,0.11,0.0579,-25.625,0.0402,0.557,0.966,0.0909,0.0297,68.986
299,0.418,0.92,-6.266,0.0487,0.000154,0.0228,0.307,0.405,90.841
300,0.364,0.391,-14.66,0.138,0.938,0.578,0.281,0.0394,167.045
301,0.455,0.609,-5.475,0.025,0.00784,1.15e-06,0.206,0.344,155.032
302,0.496,0.604,-6.764,0.0256,0.00772,0.000948,0.26,0.294,77.429
303,0.465,0.606,-7.1,0.0243,0.00715,5.41e-05,0.237,0.362,153.184
304,0.66,0.852,-5.601,0.0312,0.00566,8.52e-05,0.135,0.962,126.954
305,0.413,0.901,-5.839,0.0317,0.000265,0.425,0.126,0.579,89.941
306,0.602,0.863,-7.095,0.0337,0.00944,0.000758,0.324,0.689,107.998
307,0.554,0.597,-7.219,0.0244,0.195,1.72e-05,0.234,0.343,140.127
308,0.375,0.667,-5.716,0.0297,0.0485,1.25e-05,0.154,0.189,167.163
309,0.263,0.0347,-26.918,0.0472,0.891,0.024,0.0697,0.078,133.272
310,0.604,0.898,-4.814,0.0548,0.000631,0.000413,0.368,0.336,113.888
311,0.408,0.642,-6.865,0.0307,0.00554,0.000313,0.15,0.132,117.538
312,0.429,0.507,-6.992,0.0304,0.055,2.46e-05,0.112,0.179,121.714
313,0.11,0.0579,-25.625,0.0402,0.557,0.966,0.0909,0.0297,68.987
314,0.418,0.92,-6.266,0.0487,0.000154,0.0228,0.307,0.405,90.841
315,0.364,0.391,-14.66,0.138,0.938,0.578,0.281,0.0394,167.045
316,0.455,0.609,-5.475,0.025,0.00784,1.15e-06,0.206,0.344,155.032
317,0.496,0.604,-6.764,0.0256,0.00772,0.000948,0.26,0.294,77.429
318,0.723,0.576,-11.136,0.0564,0.000335,0.475,0.189,0.342,128.006
319,0.715,0.832,-9.75,0.0578,0.000532,0.354,0.0342,0.714,134.355
320,0.745,0.556,-12.567,0.0726,4.21e-05,0.422,0.0677,0.825,143.806
321,0.662,0.787,-8.998,0.0553,0.00027,0.0747,0.0991,0.639,129.072
322,0.596,0.768,-8.721,0.0515,2.33e-05,0.736,0.0428,0.549,130.976
323,0.552,0.723,-9.921,0.0793,0.00127,3.01e-05,0.0663,0.605,140.222
324,0.566,0.696,-11.114,0.0827,0.00242,0.00273,0.0809,0.749,126.132
325,0.796,0.854,-11.231,0.0452,0.00086,0.735,0.0743,0.866,124.825
326,0.787,0.562,-8.964,0.0491,0.00782,0.138,0.212,0.6,115.159
