,title,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
230,Skin Divers,Duran Duran,0.766,0.635,-8.149,0.0652,0.379,3.95e-05,0.121,0.511,116.967
231,Tempted,Duran Duran,0.732,0.741,-4.11,0.0596,0.0689,0.0,0.0589,0.434,121.332
232,Tricked Out,Duran Duran,0.549,0.88,-8.778,0.0355,0.0105,0.594,0.428,0.309,138.993
233,Zoom In,Duran Duran,0.667,0.77,-4.792,0.052,0.00558,0.000207,0.0881,0.694,130.694
234,She's Too Much,Duran Duran,0.73,0.863,-4.908,0.0352,0.55,0.0,0.128,0.382,116.0
235,Dirty Great Monster,Duran Duran,0.461,0.815,-4.262,0.0314,0.000421,0.00074,0.212,0.565,166.968
236,Last Man Standing,Duran Duran,0.741,0.632,-6.041,0.028,0.148,0.000639,0.133,0.728,119.649
237,Cry Baby Cry,Duran Duran,0.52,0.825,-5.123,0.239,0.202,0.0,0.0663,0.84,197.93
238,The Valley,Duran Duran,0.768,0.866,-4.272,0.0561,0.0242,0.00132,0.0731,0.634,124.968
239,Red Carpet Massacre,Duran Duran,0.725,0.814,-4.529,0.0465,0.214,1.59e-05,0.124,0.603,101.365
240,Nite-Runner,Duran Duran,0.777,0.574,-7.349,0.0517,0.000404,0.00281,0.0416,0.692,109.95
241,Falling Down (feat. Justin Timberlake),Duran Duran,0.55,0.68,-4.744,0.0254,6.37e-05,0.024,0.0914,0.527,85.985
242,Box full o' Honey,Duran Duran,0.7,0.641,-7.124,0.0298,0.16,4.69e-05,0.0957,0.339,122.929
243,Skin Divers,Duran Duran,0.764,0.625,-8.272,0.0629,0.384,5.68e-05,0.114,0.527,116.974
244,Tempted,Duran Duran,0.734,0.75,-4.252,0.057,0.0839,0.0,0.0592,0.422,121.358
245,Tricked Out,Duran Duran,0.546,0.868,-9.042,0.0359,0.0114,0.571,0.44,0.289,138.964
246,Zoom In,Duran Duran,0.668,0.773,-4.922,0.056,0.00559,0.000288,0.0916,0.66,130.688
247,She's Too Much,Duran Duran,0.73,0.858,-5.063,0.0356,0.525,0.0,0.178,0.365,116.043
248,Dirty Great Monster,Duran Duran,0.53,0.793,-4.399,0.0289,0.000525,0.00105,0.255,0.581,83.504
249,Last Man Standing,Duran Duran,0.74,0.628,-6.267,0.0273,0.154,0.000377,0.131,0.794,119.66
250,Cry Baby Cry,Duran Duran,0.516,0.83,-5.169,0.241,0.199,0.0,0.066,0.848,197.82
251,The Valley,Duran Duran,0.768,0.866,-4.272,0.0561,0.0242,0.00132,0.0731,0.634,124.968
252,Red Carpet Massacre,Duran Duran,0.725,0.814,-4.529,0.0465,0.214,1.59e-05,0.124,0.603,101.365
253,Nite-Runner,Duran Duran,0.778,0.574,-7.349,0.0517,0.000404,0.00281,0.0416,0.692,109.952
254,Falling Down (feat. Justin Timberlake),Duran Duran,0.55,0.68,-4.744,0.0254,6.37e-05,0.024,0.0914,0.527,85.985
255,Box Full O’ Honey,Duran Duran,0.7,0.641,-7.124,0.0298,0.16,4.69e-05,0.0957,0.339,122.929
256,Skin Divers,Duran Duran,0.764,0.625,-8.272,0.0629,0.384,5.68e-05,0.114,0.527,116.974
257,Tempted,Duran Duran,0.734,0.75,-4.252,0.057,0.0839,0.0,0.0592,0.422,121.358
258,Tricked Out,Duran Duran,0.546,0.868,-9.042,0.0359,0.0114,0.571,0.44,0.289,138.964
259,Zoom In,Duran Duran,0.668,0.773,-4.922,0.056,0.00559,0.000288,0.0916,0.66,130.688
260,She’s Too Much,Duran Duran,0.73,0.858,-5.063,0.0356,0.525,0.0,0.178,0.365,116.043
261,Dirty Great Monster,Duran Duran,0.53,0.793,-4.399,0.0289,0.000525,0.00105,0.255,0.581,83.504
262,Last Man Standing,Duran Duran,0.74,0.628,-6.267,0.0273,0.154,0.000377,0.131,0.794,119.66
263,Cry Baby Cry,Duran Duran,0.516,0.83,-5.169,0.241,0.199,0.0,0.066,0.848,197.82
264,(Reach Up For The) Sunrise,Duran Duran,0.62,0.826,-3.985,0.0381,6.78e-05,0.00755,0.114,0.535,126.996
265,Want You More!,Duran Duran,0.701,0.876,-4.228,0.0495,0.000751,1.44e-05,0.393,0.929,132.027
266,What Happens Tomorrow,Duran Duran,0.576,0.878,-3.967,0.0292,0.00172,2.99e-06,0.336,0.617,96.996
267,Astronaut,Duran Duran,0.696,0.888,-4.386,0.0565,0.00629,2.06e-06,0.0304,0.773,132.034
268,Bedroom Toys,Duran Duran,0.796,0.821,-5.931,0.0498,0.053,2.38e-05,0.049,0.913,94.008
269,Nice,Duran Duran,0.646,0.888,-4.136,0.0456,0.000186,0.000157,0.0598,0.607,128.055
270,Taste The Summer,Duran Duran,0.606,0.78,-4.86,0.0424,0.00229,0.0,0.117,0.554,117.996
271,Finest Hour,Duran Duran,0.523,0.736,-3.519,0.0267,0.006,1.18e-06,0.0887,0.14,93.039
272,Chains,Duran Duran,0.375,0.805,-5.545,0.0511,0.00361,8.67e-06,0.118,0.458,176.022
273,One Of Those Days,Duran Duran,0.331,0.837,-4.735,0.0507,0.000882,8.13e-06,0.0451,0.49,198.103
274,Point Of No Return,Duran Duran,0.676,0.862,-4.819,0.0325,0.0855,0.011,0.0445,0.46,115.755
275,Still Breathing,Duran Duran,0.59,0.701,-6.793,0.0245,0.0113,0.203,0.0774,0.44,97.998
276,(Reach Up For The) Sunrise,Duran Duran,0.62,0.826,-3.985,0.0381,6.78e-05,0.00755,0.114,0.535,126.996
277,Want You More!,Duran Duran,0.701,0.876,-4.228,0.0495,0.000751,1.44e-05,0.393,0.929,132.027
278,What Happens Tomorrow,Duran Duran,0.576,0.878,-3.967,0.0292,0.00172,2.99e-06,0.336,0.617,96.996
279,Astronaut,Duran Duran,0.696,0.888,-4.386,0.0565,0.00629,2.06e-06,0.0304,0.773,132.034
280,Bedroom Toys,Duran Duran,0.796,0.821,-5.931,0.0498,0.053,2.38e-05,0.049,0.913,94.008
281,Nice,Duran Duran,0.646,0.888,-4.136,0.0456,0.000186,0.000157,0.0598,0.607,128.055
282,Taste The Summer,Duran Duran,0.606,0.78,-4.86,0.0424,0.00229,0.0,0.117,0.554,117.996
283,Finest Hour,Duran Duran,0.523,0.736,-3.519,0.0267,0.006,1.18e-06,0.0887,0.14,93.039
284,Chains,Duran Duran,0.375,0.805,-5.545,0.0511,0.00361,8.67e-06,0.118,0.458,176.022
285,One Of Those Days,Duran Duran,0.331,0.837,-4.735,0.0507,0.000882,8.13e-06,0.0451,0.49,198.103
286,Point Of No Return,Duran Duran,0.676,0.862,-4.819,0.0325,0.0855,0.011,0.0445,0.46,115.755
287,Still Breathing,Duran Duran,0.59,0.701,-6.793,0.0245,0.0113,0.203,0.0774,0.44,97.998
288,Someone Else Not Me,Duran Duran,0.465,0.606,-7.1,0.0243,0.00715,5.41e-05,0.237,0.362,153.184
289,Lava Lamp,Duran Duran,0.66,0.852,-5.601,0.0312,0.00566,8.52e-05,0.135,0.962,126.954
290,Playing With Uranium,Duran Duran,0.413,0.901,-5.839,0.0317,0.000265,0.425,0.126,0.579,89.944
291,Hallucinating Elvis,Duran Duran,0.602,0.863,-7.095,0.0337,0.00944,0.000758,0.324,0.689,107.998
292,Starting to Remember,Duran Duran,0.554,0.597,-7.219,0.0244,0.195,1.72e-05,0.234,0.343,140.127
293,Pop Trash Movie,Duran Duran,0.375,0.667,-5.716,0.0297,0.0485,1.25e-05,0.154,0.189,167.164
294,Fragment,Duran Duran,0.263,0.0347,-26.918,0.0472,0.891,0.024,0.0697,0.078,133.272
295,Mars Meets Venus,Duran Duran,0.604,0.898,-4.814,0.0548,0.000631,0.000413,0.368,0.336,113.888
296,Lady Xanax,Duran Duran,0.408,0.642,-6.865,0.0307,0.00554,0.000313,0.15,0.132,117.538
297,The Sun Doesn't Shine Forever,Duran Duran,0.429,0.507,-6.992,0.0304,0.055,2.46e-05,0.112,0.179,121.714
298,Kiss Goodbye,Duran Duran,0.11,0.0579,-25.625,0.0402,0.557,0.966,0.0909,0.0297,68.986
299,Last Day On Earth,Duran Duran,0.418,0.92,-6.266,0.0487,0.000154,0.0228,0.307,0.405,90.841
300,Prototypes,Duran Duran,0.364,0.391,-14.66,0.138,0.938,0.578,0.281,0.0394,167.045
301,Someone Else Not Me - En Español,Duran Duran,0.455,0.609,-5.475,0.025,0.00784,1.15e-06,0.206,0.344,155.032
302,Someone Else Not Me - En Francais,Duran Duran,0.496,0.604,-6.764,0.0256,0.00772,0.000948,0.26,0.294,77.429
303,Someone Else Not Me,Duran Duran,0.465,0.606,-7.1,0.0243,0.00715,5.41e-05,0.237,0.362,153.184
304,Lava Lamp,Duran Duran,0.66,0.852,-5.601,0.0312,0.00566,8.52e-05,0.135,0.962,126.954
305,Playing With Uranium,Duran Duran,0.413,0.901,-5.839,0.0317,0.000265,0.425,0.126,0.579,89.941
306,Hallucinating Elvis,Duran Duran,0.602,0.863,-7.095,0.0337,0.00944,0.000758,0.324,0.689,107.998
307,Starting to Remember,Duran Duran,0.554,0.597,-7.219,0.0244,0.195,1.72e-05,0.234,0.343,140.127
308,Pop Trash Movie,Duran Duran,0.375,0.667,-5.716,0.0297,0.0485,1.25e-05,0.154,0.189,167.163
309,Fragment,Duran Duran,0.263,0.0347,-26.918,0.0472,0.891,0.024,0.0697,0.078,133.272
310,Mars Meets Venus,Duran Duran,0.604,0.898,-4.814,0.0548,0.000631,0.000413,0.368,0.336,113.888
311,Lady Xanax,Duran Duran,0.408,0.642,-6.865,0.0307,0.00554,0.000313,0.15,0.132,117.538
312,The Sun Doesn’t Shine Forever,Duran Duran,0.429,0.507,-6.992,0.0304,0.055,2.46e-05,0.112,0.179,121.714
313,Kiss Goodbye,Duran Duran,0.11,0.0579,-25.625,0.0402,0.557,0.966,0.0909,0.0297,68.987
314,Last Day On Earth,Duran Duran,0.418,0.92,-6.266,0.0487,0.000154,0.0228,0.307,0.405,90.841
315,Prototypes,Duran Duran,0.364,0.391,-14.66,0.138,0.938,0.578,0.281,0.0394,167.045
316,Someone Else Not Me (En Español),Duran Duran,0.455,0.609,-5.475,0.025,0.00784,1.15e-06,0.206,0.344,155.032
317,Someone Else Not Me (En Francais),Duran Duran,0.496,0.604,-6.764,0.0256,0.00772,0.000948,0.26,0.294,77.429
318,Planet Earth - Night Mix; 1999 Remaster,Duran Duran,0.723,0.576,-11.136,0.0564,0.000335,0.475,0.189,0.342,128.006
319,Girls on Film - Night Version; 1999 Remaster,Duran Duran,0.715,0.832,-9.75,0.0578,0.000532,0.354,0.0342,0.714,134.355
320,My Own Way - Night Version; 1999 Remaster,Duran Duran,0.745,0.556,-12.567,0.0726,4.21e-05,0.422,0.0677,0.825,143.806
321,Hungry Like the Wolf - Night Version; 1999 Remaster,Duran Duran,0.662,0.787,-8.998,0.0553,0.00027,0.0747,0.0991,0.639,129.072
322,Hold Back the Rain - Remix; 1999 Remaster,Duran Duran,0.596,0.768,-8.721,0.0515,2.33e-05,0.736,0.0428,0.549,130.976
323,Rio - Carnival Version; 1999 Remaster,Duran Duran,0.552,0.723,-9.921,0.0793,0.00127,3.01e-05,0.0663,0.605,140.222
324,New Religion - Carnival Version; 1999 Remaster,Duran Duran,0.566,0.696,-11.114,0.0827,0.00242,0.00273,0.0809,0.749,126.132
325,Is There Something I Should Know? - Monster Mix; 1999 Remaster,Duran Duran,0.796,0.854,-11.231,0.0452,0.00086,0.735,0.0743,0.866,124.825
326,Union of the Snake - The Monkey Mix; 1999 Remaster,Duran Duran,0.787,0.562,-8.964,0.0491,0.00782,0.138,0.212,0.6,115.159
327,New Moon on Monday - Extended Mix; 1999 Remaster,Duran Duran,0.758,0.535,-10.047,0.0567,0.0125,0.0167,0.0398,0.599,121.901
328,The Reflex - Dance Mix; 1999 Remaster,Duran Duran,0.637,0.817,-8.929,0.0923,0.0239,0.00125,0.63,0.717,126.784
329,The Wild Boys - Wilder Than Wild Boys Extended Mix; 1999 Remaster,Duran Duran,0.78,0.556,-10.753,0.0571,0.102,0.000129,0.0523,0.607,115.882
330,Notorious - Extended Mix; 1999 Remaster,Duran Duran,0.804,0.709,-11.557,0.0498,0.2,2.28e-05,0.249,0.783,106.565
331,Skin Trade - Stretch Mix; 1999 Remaster,Duran Duran,0.66,0.726,-11.78,0.0682,0.00274,0.000857,0.0332,0.574,89.981
332,Meet El Presidente - Single Version; 1999 Remaster,Duran Duran,0.728,0.841,-11.142,0.0475,0.0148,0.317,0.122,0.902,119.945
333,American Science - Chemical Reaction Mix; 1999 Remaster,Duran Duran,0.735,0.498,-13.852,0.0651,0.015,0.0559,0.116,0.465,100.386
334,I Don't Want Your Love - Dub Mix; 1999 Remaster,Duran Duran,0.79,0.817,-14.143,0.0618,0.00658,0.811,0.0448,0.403,108.674
335,All She Wants Is - US Master Mix; 1999 Remaster,Duran Duran,0.766,0.556,-12.719,0.0934,0.00232,0.0409,0.188,0.476,122.041
336,Violence of Summer (Love's Taking Over) - The Power Mix; 1999 Remaster,Duran Duran,0.838,0.885,-10.771,0.0789,0.00116,0.256,0.0645,0.0852,119.659
337,Come Undone - Come Undub; 1999 Remaster,Duran Duran,0.758,0.671,-12.741,0.177,0.00954,0.891,0.106,0.777,177.282
338,Love Voodoo - Sidney Street Mix; 1999 Remaster,Duran Duran,0.666,0.72,-11.114,0.0478,0.000442,5.63e-05,0.0838,0.775,170.261
339,Too Much Information - Jellybean Mix; 1999 Remaster,Duran Duran,0.75,0.818,-9.827,0.0622,0.0664,0.448,0.269,0.636,108.009
340,None of the Above - Drizabone Mix; 1999 Remaster,Duran Duran,0.684,0.866,-9.504,0.0298,0.0364,0.00315,0.281,0.893,111.059
341,Drowning Man - D:Ream Ambient Mix; 1999 Remaster,Duran Duran,0.576,0.799,-14.01,0.0371,0.018,0.853,0.197,0.32,124.034
342,Medazzaland,Duran Duran,0.635,0.841,-10.484,0.0581,0.0124,0.815,0.111,0.499,119.263
343,Big Bang Generation,Duran Duran,0.588,0.957,-8.557,0.0988,0.0328,0.026,0.247,0.354,99.964
344,Electric Barbarella,Duran Duran,0.552,0.878,-8.699,0.0512,0.00126,0.0417,0.0362,0.645,129.092
345,Out Of My Mind,Duran Duran,0.563,0.822,-9.961,0.0392,0.00054,0.00622,0.217,0.661,86.351
346,Who Do You Think You Are,Duran Duran,0.288,0.368,-11.931,0.0327,0.00208,2.14e-05,0.113,0.11,128.966
347,Silva Halo,Duran Duran,0.854,0.316,-16.764,0.108,0.219,0.00983,0.0781,0.525,123.325
348,Be My Icon,Duran Duran,0.57,0.821,-8.599,0.0485,0.0201,0.000449,0.0993,0.332,96.115
349,Buried in the Sand,Duran Duran,0.597,0.812,-10.052,0.0435,0.0179,0.805,0.12,0.651,100.115
350,Michael You've Got A Lot To Answer For,Duran Duran,0.387,0.326,-12.21,0.0291,0.681,0.000115,0.157,0.107,80.073
351,Midnight Sun,Duran Duran,0.463,0.546,-11.304,0.0315,0.427,0.18,0.0643,0.295,80.068
352,So Long Suicide,Duran Duran,0.372,0.635,-10.702,0.0521,0.627,0.000151,0.531,0.152,80.6
353,Undergoing Treatment,Duran Duran,0.66,0.554,-11.47,0.0518,0.0862,0.00589,0.129,0.236,87.588
354,Medazzaland,Duran Duran,0.635,0.841,-10.484,0.0581,0.0124,0.815,0.111,0.499,119.263
355,Big Bang Generation,Duran Duran,0.588,0.957,-8.557,0.0988,0.0328,0.026,0.247,0.354,99.964
356,Electric Barbarella,Duran Duran,0.552,0.878,-8.699,0.0512,0.00126,0.0417,0.0362,0.645,129.092
357,Out Of My Mind,Duran Duran,0.563,0.822,-9.961,0.0392,0.00054,0.00622,0.217,0.661,86.351
358,Who Do You Think You Are,Duran Duran,0.288,0.368,-11.931,0.0327,0.00208,2.14e-05,0.113,0.11,128.966
359,Silva Halo,Duran Duran,0.854,0.316,-16.764,0.108,0.219,0.00983,0.0781,0.525,123.325
360,Be My Icon,Duran Duran,0.57,0.821,-8.599,0.0485,0.0201,0.000449,0.0993,0.332,96.115
361,Buried in the Sand,Duran Duran,0.597,0.812,-10.052,0.0435,0.0179,0.805,0.12,0.651,100.115
362,Michael You’ve Got A Lot To Answer For,Duran Duran,0.387,0.326,-12.21,0.0291,0.681,0.000115,0.157,0.107,80.073
363,Midnight Sun,Duran Duran,0.463,0.546,-11.304,0.0315,0.427,0.18,0.0643,0.295,80.068
364,So Long Suicide,Duran Duran,0.372,0.635,-10.702,0.0521,0.627,0.000151,0.531,0.152,80.6
365,Undergoing Treatment,Duran Duran,0.66,0.554,-11.47,0.0518,0.0862,0.00589,0.129,0.236,87.588
366,White Lines (Don't Do It) [feat. Melle Mel & Grandmaster Flash & the Furious Five],Duran Duran,0.65,0.972,-5.883,0.0793,0.00257,0.016,0.428,0.631,115.747
367,I Wanna Take You Higher - Version 1,Duran Duran,0.637,0.92,-6.943,0.0399,0.000812,0.0851,0.141,0.869,110.798
368,Perfect Day,Duran Duran,0.349,0.544,-9.116,0.029,0.239,6.76e-05,0.5,0.218,144.133
369,Watching the Detectives,Duran Duran,0.592,0.673,-8.537,0.0473,0.0132,0.00604,0.149,0.515,139.816
370,Lay Lady Lay,Duran Duran,0.518,0.638,-8.386,0.0376,0.311,0.0566,0.0689,0.51,160.106
371,911 Is a Joke,Duran Duran,0.564,0.81,-9.619,0.273,0.00727,0.00734,0.0608,0.517,176.369
372,Success,Duran Duran,0.623,0.913,-6.401,0.0523,0.0018,0.00538,0.335,0.403,123.636
373,Crystal Ship,Duran Duran,0.341,0.684,-8.806,0.0332,0.00289,0.0497,0.362,0.333,177.945
374,Ball of Confusion (That's What the World Is Today),Duran Duran,0.668,0.901,-6.583,0.0549,0.00175,0.236,0.0944,0.906,92.701
375,Thank You,Duran Duran,0.182,0.478,-8.276,0.0318,0.205,0.00195,0.449,0.0678,142.728
376,Drive By,Duran Duran,0.247,0.466,-11.487,0.0351,0.0378,0.851,0.296,0.0646,143.713
377,I Wanna Take You Higher Again,Duran Duran,0.651,0.856,-9.513,0.0426,0.000538,0.783,0.429,0.749,105.764
378,Too Much Information,Duran Duran,0.566,0.965,-8.52,0.0342,0.00359,0.0572,0.0982,0.791,108.056
379,Ordinary World,Duran Duran,0.472,0.652,-10.171,0.0305,0.0131,1.12e-05,0.14,0.401,140.124
380,Love Voodoo,Duran Duran,0.582,0.64,-11.364,0.0334,0.00224,0.000163,0.0799,0.751,85.011
381,Drowning Man,Duran Duran,0.675,0.93,-8.369,0.0539,0.000786,0.694,0.178,0.59,123.996
382,Shotgun,Duran Duran,0.69,0.791,-8.525,0.0769,0.0907,0.000633,0.0665,0.606,102.16
383,Come Undone,Duran Duran,0.542,0.793,-8.203,0.053,0.0423,3.95e-06,0.0814,0.708,173.931
384,Breath After Breath,Duran Duran,0.575,0.761,-10.066,0.0429,0.172,0.0,0.109,0.548,113.972
385,U.M.F.,Duran Duran,0.747,0.824,-10.224,0.0407,0.0331,6.31e-05,0.124,0.627,96.465
386,Femme Fatale,Duran Duran,0.584,0.559,-11.139,0.025,0.000123,0.00083,0.0731,0.48,93.425
387,None of the Above,Duran Duran,0.708,0.951,-8.772,0.0558,0.132,1.03e-05,0.32,0.783,110.988
388,Shelter,Duran Duran,0.644,0.928,-8.197,0.0461,0.276,0.000168,0.103,0.73,108.981
389,To Whom It May Concern,Duran Duran,0.683,0.888,-8.61,0.0474,0.0629,0.0298,0.246,0.497,106.005
390,Sin of the City,Duran Duran,0.611,0.888,-9.281,0.0734,0.00169,0.0888,0.166,0.461,102.013
391,Violence of Summer (Love's Taking Over),Duran Duran,0.679,0.773,-7.997,0.0292,0.384,3.52e-05,0.161,0.714,133.018
392,Liberty,Duran Duran,0.638,0.688,-11.084,0.0309,0.225,0.000612,0.12,0.749,96.005
393,Hothead,Duran Duran,0.742,0.736,-8.563,0.093,0.119,0.000425,0.0828,0.844,95.527
394,Serious,Duran Duran,0.718,0.734,-8.129,0.0299,0.0442,3.84e-05,0.11,0.474,124.179
395,All Along the Water,Duran Duran,0.636,0.945,-7.68,0.0427,0.0586,7.82e-05,0.462,0.92,121.981
396,My Antarctica,Duran Duran,0.601,0.516,-11.99,0.0299,0.717,0.000183,0.108,0.454,104.041
397,First Impressions,Duran Duran,0.446,0.969,-7.795,0.0533,0.0365,0.00013,0.0963,0.706,184.975
398,Read My Lips,Duran Duran,0.728,0.614,-9.301,0.0627,0.00459,0.0214,0.063,0.485,115.015
399,Can You Deal with It,Duran Duran,0.62,0.817,-8.63,0.0448,0.204,0.00168,0.729,0.853,117.01
400,Venice Drowning,Duran Duran,0.664,0.719,-12.091,0.0452,0.216,0.00931,0.173,0.701,110.03
401,Downtown,Duran Duran,0.547,0.779,-10.532,0.032,0.000328,0.00121,0.145,0.621,108.968
402,Big Thing,Duran Duran,0.683,0.622,-14.567,0.0345,0.458,0.0,0.155,0.812,125.935
403,I Don't Want Your Love,Duran Duran,0.714,0.723,-12.653,0.0545,0.0645,0.00411,0.0758,0.892,108.977
404,All She Wants Is,Duran Duran,0.666,0.613,-14.456,0.0443,0.0185,0.025,0.312,0.751,120.03
405,Too Late Marlene,Duran Duran,0.754,0.493,-15.243,0.0278,0.118,2.92e-05,0.068,0.724,117.197
406,Drug (It's Just a State of Mind),Duran Duran,0.73,0.801,-14.601,0.0443,0.00598,0.00761,0.246,0.89,120.346
407,Do You Believe in Shame?,Duran Duran,0.688,0.378,-14.898,0.0285,0.00957,0.00163,0.116,0.353,110.102
408,Palomino,Duran Duran,0.441,0.345,-15.678,0.0335,0.571,3.95e-05,0.0544,0.229,180.047
409,Interlude One,Duran Duran,0.39,0.375,-29.228,0.0516,0.465,0.654,0.11,0.267,206.404
410,Land,Duran Duran,0.617,0.435,-15.955,0.0235,0.244,1.24e-05,0.118,0.559,95.113
411,Flute Interlude,Duran Duran,0.803,0.232,-27.5,0.219,0.83,0.000539,0.122,0.733,121.862
412,The Edge of America,Duran Duran,0.569,0.0634,-22.391,0.0372,0.739,0.0,0.549,0.0763,80.999
413,Lake Shore Driving,Duran Duran,0.503,0.858,-12.508,0.0422,0.316,0.474,0.0517,0.788,81.026
414,Drug (It's Just a State of Mind) - Daniel Abraham Mix,Duran Duran,0.792,0.724,-11.202,0.04,0.313,0.0017,0.186,0.894,119.976
415,Big Thing - 2010 Remaster,Duran Duran,0.658,0.578,-12.568,0.0416,0.128,0.0,0.333,0.792,125.93
416,I Don't Want Your Love - 2010 Remaster,Duran Duran,0.697,0.659,-12.474,0.053,0.00848,0.000257,0.099,0.747,108.997
417,All She Wants Is - 2010 Remaster,Duran Duran,0.623,0.668,-12.88,0.0421,0.000435,0.0326,0.237,0.728,120.011
418,Too Late Marlene - 2010 Remaster,Duran Duran,0.752,0.605,-12.945,0.0279,0.0123,0.00028,0.0662,0.812,117.194
419,Drug (It's Just a State of Mind) - 2010 Remaster,Duran Duran,0.781,0.717,-10.725,0.0398,0.274,0.00484,0.178,0.848,119.991
420,Do You Believe in Shame? - 2010 Remaster,Duran Duran,0.651,0.417,-12.755,0.0281,0.00021,0.0547,0.167,0.245,110.089
421,Palomino - 2010 Remaster,Duran Duran,0.429,0.453,-13.855,0.0381,0.16,8.85e-06,0.0688,0.206,180.148
422,Interlude One - 2010 Remaster,Duran Duran,0.387,0.456,-26.532,0.0718,0.202,0.912,0.0735,0.217,206.466
423,Land - 2010 Remaster,Duran Duran,0.601,0.51,-13.732,0.0245,0.039,1.07e-05,0.208,0.498,95.096
424,Flute Interlude - 2010 Remaster,Duran Duran,0.818,0.175,-24.841,0.0856,0.547,2.26e-05,0.0724,0.782,121.942
425,The Edge of America - 2010 Remaster,Duran Duran,0.565,0.0865,-19.6,0.0346,0.499,0.0,0.57,0.0773,81.037
426,Lake Shore Driving - 2010 Remaster,Duran Duran,0.228,0.891,-11.33,0.0621,0.0585,0.77,0.0559,0.768,79.899
427,I Don't Want Your Love - Shep Pettibone Mix; 2010 Remaster,Duran Duran,0.716,0.662,-13.17,0.0748,0.00547,0.24,0.0492,0.891,108.951
428,All She Wants Is - Single Mix; 2010 Remaster,Duran Duran,0.657,0.667,-12.587,0.0448,0.0086,0.0317,0.287,0.741,120.019
429,I Believe / All I Need to Know - Full Version; 2010 Remaster,Duran Duran,0.624,0.592,-13.026,0.0284,0.0842,1.1e-05,0.128,0.44,118.167
430,The Krush Brothers LSD Edit - 2010 Remaster,Duran Duran,0.56,0.714,-13.331,0.0511,0.409,0.0348,0.0519,0.387,81.091
431,Palomino - Edit; 2010 Remaster,Duran Duran,0.39,0.283,-15.242,0.0342,0.553,1.42e-05,0.0798,0.217,179.99
432,God (London) - 2010 Remaster,Duran Duran,0.724,0.0905,-26.16,0.928,0.688,0.0,0.0874,0.43,109.443
433,This Is How a Road Gets Made - 2010 Remaster,Duran Duran,0.763,0.0812,-25.621,0.86,0.514,0.0,0.309,0.575,102.04
434,Big Thing - Single Mix; 2010 Remaster,Duran Duran,0.713,0.762,-13.547,0.0729,0.000194,1.63e-06,0.107,0.631,126.203
435,I Don't Want Your Love - Big Mix; 2010 Remaster,Duran Duran,0.781,0.805,-13.203,0.0637,0.00593,0.602,0.0856,0.547,109.086
436,All She Wants Is - US Master Mix; 2010 Remaster,Duran Duran,0.763,0.546,-13.434,0.0892,0.0023,0.0411,0.232,0.404,122.028
437,Drug (It's Just a State of Mind) - Remix; 2010 Remaster,Duran Duran,0.713,0.671,-15.469,0.0486,0.000333,0.086,0.267,0.8,120.342
438,Big Thing - Single Mix; 2010 Remaster,Duran Duran,0.712,0.732,-13.063,0.0655,0.000321,0.00187,0.268,0.739,126.22
439,All She Wants Is - Eurohouse Mix; 2010 Remaster,Duran Duran,0.721,0.749,-14.485,0.0536,0.000154,0.166,0.0547,0.942,122.037
440,Notorious,Duran Duran,0.815,0.626,-13.406,0.0553,0.504,1.41e-06,0.0372,0.825,106.47
441,American Science,Duran Duran,0.703,0.637,-14.334,0.033,0.0605,7.76e-05,0.0765,0.708,99.936
442,Skin Trade,Duran Duran,0.676,0.589,-16.282,0.049,0.135,3.16e-06,0.0872,0.716,89.953
443,A Matter of Feeling,Duran Duran,0.712,0.416,-16.525,0.025,0.0451,5.13e-05,0.096,0.734,104.11
444,Hold Me,Duran Duran,0.626,0.614,-16.121,0.032,0.00527,1.83e-05,0.0457,0.765,123.876
445,Vertigo (Do the Demolition),Duran Duran,0.557,0.517,-17.379,0.027,0.242,5.01e-06,0.154,0.793,169.896
446,So Misled,Duran Duran,0.748,0.517,-17.674,0.033,0.125,0.00066,0.0825,0.957,108.023
447,Meet El Presidente,Duran Duran,0.699,0.583,-16.852,0.031,0.202,0.000201,0.252,0.909,119.885
448,Winter Marches On,Duran Duran,0.187,0.224,-17.809,0.0306,0.661,0.00413,0.0715,0.3,158.357
449,Proposition,Duran Duran,0.626,0.645,-14.039,0.0268,0.0252,8.48e-06,0.328,0.774,100.48
450,Notorious - 2010 Remaster,Duran Duran,0.806,0.681,-10.65,0.0627,0.589,0.0,0.0346,0.858,106.564
451,American Science - 2010 Remaster,Duran Duran,0.685,0.679,-13.266,0.0313,0.0452,8.06e-05,0.0726,0.806,100.026
